Profile_ID,Sex,Relationship_Status,Dorm,Major,Year
6f3e80ca6d40,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
a4f59a920d0b,6fb336b554b6,ac0b88e46e20,7d3b0d43511b,827e5c7758c2,e725dc5618e5
81880480ec0a,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
cac915edc2d5,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
d41c583d5321,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
e9126cdd2fc5,6fb336b554b6,ac0b88e46e20,8a880130d708,932e410f78e6,c1a648750a4b
22b90a9d22fd,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
bf11aac1a0a0,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,b2a035522aea,c1a648750a4b
3581bc5f0c85,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
12d71efde5e4,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
bc09510ad728,6fb336b554b6,9cea719429e9,a8e6e404d1b3,b2a035522aea,8724226d4754
62f1ad55b725,e807eb960650,ac0b88e46e20,a8e6e404d1b3,e76976c6f2fe,8724226d4754
55418067af27,e807eb960650,9cea719429e9,a8e6e404d1b3,db85f196a0a8,222a76d38f58
c03b09462ee6,e807eb960650,9cea719429e9,7d3b0d43511b,141d4cdd5aaf,c1a648750a4b
d951cafdbb77,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,222a76d38f58
8cdb86ffbc4f,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
bd0aa14f1681,e807eb960650,,a8e6e404d1b3,06961fc22494,8724226d4754
2808d1070df6,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
a9e5655e1eab,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
25e48aad4243,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
3166397d2b78,6fb336b554b6,,a8e6e404d1b3,06961fc22494,8724226d4754
723d9440ddd2,e807eb960650,ac0b88e46e20,0893eb69bfe9,827e5c7758c2,8724226d4754
e1f79801eb53,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,222a76d38f58
18d7af73afca,6fb336b554b6,ac0b88e46e20,0893eb69bfe9,13e64ef2d547,8724226d4754
06232f995061,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
25908ccef0bc,e807eb960650,ac0b88e46e20,0893eb69bfe9,38541cd79969,222a76d38f58
4c743906f232,e807eb960650,9cea719429e9,c2c85a9d13d6,827e5c7758c2,222a76d38f58
9dcb80451580,6fb336b554b6,ac0b88e46e20,1459151641aa,158ff76e876f,8724226d4754
4f92ba3d840c,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
0034be95520d,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
f9f46c4fb5d3,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
8825d1e6f06c,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
718da4becb6e,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
53647950191a,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
559b46b0fdfd,e807eb960650,9cea719429e9,9c41588b7021,06961fc22494,222a76d38f58
d38714e3858a,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
94459cd2e7ea,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
1d9c06452bea,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
c605e3812476,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
0c7326e34905,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
8c6dab4aabfb,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
60cc8f193c4f,6fb336b554b6,,a8e6e404d1b3,06961fc22494,c1a648750a4b
860332fa58c4,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
2e3e6f7e7e41,e807eb960650,ac0b88e46e20,7137733c4c87,ed412b40a680,8724226d4754
99eeb2cf984c,e807eb960650,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
67b7c85a58d8,e807eb960650,ac0b88e46e20,01108de9b4eb,06961fc22494,8724226d4754
4faef83d7062,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
eed18ccef023,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
8d2f20985e74,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
a74d75daa6ed,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
21383af86259,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
36af8c669f41,e807eb960650,ac0b88e46e20,1459151641aa,c3a7f2b226c8,8724226d4754
98891691dfa6,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
89fe8784be46,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
8ae22b788ffe,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
044a7d427e0b,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,222a76d38f58
d9e0f3ac7036,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
37e6bfcf6dec,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
f8498395e17c,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
de15ce635628,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
73b7ceee0fda,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,827e5c7758c2,222a76d38f58
7ce5006c9c82,6fb336b554b6,ac0b88e46e20,2a59be064efd,c3a7f2b226c8,8724226d4754
f187671480f9,6fb336b554b6,9cea719429e9,4bb4df9e464e,827e5c7758c2,c1a648750a4b
a15e9bfe0fe7,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
5591fa68d7a9,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
87b9f6ff372e,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,e725dc5618e5
3e06e6269e27,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
47d6bdc2f17f,e807eb960650,9cea719429e9,7d3b0d43511b,141d4cdd5aaf,222a76d38f58
b923e40d799c,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,8724226d4754
127ced3d8257,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,b2a035522aea,222a76d38f58
646674bddc94,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,ed412b40a680,c1a648750a4b
ed07a2b2a47d,e807eb960650,ac0b88e46e20,84d03921293c,17a180f64370,c1a648750a4b
9533fdb866e1,6fb336b554b6,,8a880130d708,827e5c7758c2,c1a648750a4b
c3b457a60fe4,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
d48eeda3cb72,e807eb960650,ac0b88e46e20,15f366ad6d42,6948e1625f71,222a76d38f58
9640eaaa8702,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
a6041c84b6e6,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
d62fb091cb13,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
7dd9dae9734e,6fb336b554b6,ac0b88e46e20,1459151641aa,06961fc22494,222a76d38f58
c841c9d6a70d,6fb336b554b6,,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
4e1a99306b8a,e807eb960650,ac0b88e46e20,a8e6e404d1b3,f37ccf6ec942,c1a648750a4b
563cf9bb7403,e807eb960650,ac0b88e46e20,a8e6e404d1b3,b2a035522aea,8724226d4754
6b9763c85ef8,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
a682cbf42223,e807eb960650,ac0b88e46e20,84d03921293c,827e5c7758c2,8724226d4754
5335497c6428,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
379ea02631a2,e807eb960650,ac0b88e46e20,2a59be064efd,b843c69fbb19,c1a648750a4b
08d8e3e4a62d,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,222a76d38f58
f1795380ceb5,e807eb960650,9cea719429e9,c2c85a9d13d6,141d4cdd5aaf,222a76d38f58
f6a533c647da,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
befa7e55f7a1,e807eb960650,188f9a32c360,a8e6e404d1b3,827e5c7758c2,8724226d4754
b6a21a0a9061,6fb336b554b6,188f9a32c360,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
99fb005734fa,e807eb960650,,a8e6e404d1b3,827e5c7758c2,222a76d38f58
a4ff37760670,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,222a76d38f58
7a9554d87fe4,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,222a76d38f58
7d18475a8603,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
622bf9b13d75,6fb336b554b6,,1459151641aa,ed412b40a680,c1a648750a4b
f6b9fcb5860d,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
a9e55964f024,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,222a76d38f58
e0072e61f6b0,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,222a76d38f58
d9f4d5a2660c,6fb336b554b6,9cea719429e9,01108de9b4eb,f99bb3b6a185,8724226d4754
e71a22a4e71f,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
1ba5e438ec62,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
cbd7d0990eae,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
fe66a51ff631,6fb336b554b6,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,c1a648750a4b
3fc97bcf7a9f,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
98027f2d6858,e807eb960650,,a8e6e404d1b3,827e5c7758c2,8724226d4754
87dd02ce1e9f,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
b3edc6d41d87,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
e330df837c87,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
ccc5bbd86b34,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
720e0f414133,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
7a6c09bdeb5e,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
b9f97f529949,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
cef71f588cdd,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
b995a5a9f363,e807eb960650,ac0b88e46e20,ab3d0991df8b,158ff76e876f,c1a648750a4b
404bd410ec6a,e807eb960650,ac0b88e46e20,7d3b0d43511b,158ff76e876f,c1a648750a4b
0b422e2e3048,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
42133488a168,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,e725dc5618e5
059306b155bb,e807eb960650,,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
c0a1bc9502ba,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
196cdf78462a,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
6981ef9366c9,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
60f753c930e2,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
f2f59fe0f23f,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
699a5ed74a80,6fb336b554b6,,a8e6e404d1b3,06961fc22494,c1a648750a4b
37113fb0b611,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
7f56eff88592,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
c0cadf647b4b,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
c7636f6665ec,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
1fbe3eed887f,e807eb960650,,a8e6e404d1b3,06961fc22494,c1a648750a4b
38bf8678b23d,e807eb960650,9cea719429e9,a8e6e404d1b3,c3a7f2b226c8,8724226d4754
434fd8259fa2,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
316471ca9f38,6fb336b554b6,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
4e31c125c973,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
d69396373267,e807eb960650,,a8e6e404d1b3,06961fc22494,222a76d38f58
b8452df1cb21,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
805dbfecbb44,e807eb960650,ac0b88e46e20,1459151641aa,c3a7f2b226c8,c1a648750a4b
71c8ed25cf08,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
01409b95f33a,6fb336b554b6,,84d03921293c,06961fc22494,8724226d4754
c511598df910,e807eb960650,,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
95ddb45159d7,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
de26550a757d,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
cc1f09393343,e807eb960650,ac0b88e46e20,84d03921293c,827e5c7758c2,8724226d4754
43717b0a3dab,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
fe8f3c400059,e807eb960650,9cea719429e9,0893eb69bfe9,71f8337c5cb9,222a76d38f58
eda9a93b0dbb,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
11f3ea116e21,6fb336b554b6,ac0b88e46e20,84d03921293c,827e5c7758c2,8724226d4754
99378e473549,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
8b9350900c03,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
5f05f67c1198,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
eabf9f96198c,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
7fdc5a67b1d1,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
3cc17c800910,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
7cc6ba2af831,6fb336b554b6,188f9a32c360,a8e6e404d1b3,06961fc22494,222a76d38f58
5442853ea10e,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
326df6b37a71,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
ea42ec278d60,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
3a94d6ba83fd,6fb336b554b6,9cea719429e9,a8e6e404d1b3,3c285c164f0c,8724226d4754
2c5d8f465431,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
4a794d40adda,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
b496ba48e7f8,6fb336b554b6,ac0b88e46e20,ab3d0991df8b,c3a7f2b226c8,c1a648750a4b
ad18012a6ea1,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
76ef82467094,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
2084d9b95c3c,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
1946cc42f550,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
889fa969ff6e,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
4dd8bd86b6db,6fb336b554b6,ac0b88e46e20,8bbd6598d4a5,06961fc22494,c1a648750a4b
7beb178bfc80,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
a9ec590d5f14,6fb336b554b6,ac0b88e46e20,7d3b0d43511b,c3a7f2b226c8,c1a648750a4b
61e792471570,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
fc720ef1e3db,6fb336b554b6,9cea719429e9,7137733c4c87,06961fc22494,8724226d4754
085a09ffced9,6fb336b554b6,,a8e6e404d1b3,06961fc22494,222a76d38f58
dfefc2dadc8e,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
106e537bf984,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
0b7a1274cb80,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
1dcfdbb48721,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
39c62cb31601,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
5dcc0721f071,6fb336b554b6,,a8e6e404d1b3,06961fc22494,8724226d4754
3d77d1e12ed9,e807eb960650,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
41a1015cb14b,e807eb960650,,a8e6e404d1b3,06961fc22494,8724226d4754
45402c8ab26e,6fb336b554b6,ac0b88e46e20,8bbd6598d4a5,827e5c7758c2,c1a648750a4b
e108cd67ee0f,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
44da4263b192,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
3c63902e05e8,6fb336b554b6,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
25a25a019b88,6fb336b554b6,,a8e6e404d1b3,06961fc22494,8724226d4754
77dc07e06219,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
14b5bbf9713b,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
04e65d9b5436,e807eb960650,9cea719429e9,0893eb69bfe9,06961fc22494,222a76d38f58
5a95b01d807d,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
75b44536f345,6fb336b554b6,188f9a32c360,a8e6e404d1b3,06961fc22494,8724226d4754
00297825e65e,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
f29e3eba27f6,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
efe2018f74a5,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
7cdc536b4f5f,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
2930c146be74,e807eb960650,ac0b88e46e20,7137733c4c87,3c285c164f0c,222a76d38f58
12592ad40a9b,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,e725dc5618e5
6593f9b2ccae,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
cff06106b584,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
3556e6d1c280,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
4f70d41c5ab2,6fb336b554b6,ac0b88e46e20,7d3b0d43511b,141d4cdd5aaf,8724226d4754
00d1d5a86bd4,e807eb960650,9cea719429e9,1459151641aa,6948e1625f71,8724226d4754
06f094528804,6fb336b554b6,188f9a32c360,c2c85a9d13d6,e76976c6f2fe,222a76d38f58
aff08727e07f,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
d82475d281bd,e807eb960650,ac0b88e46e20,4bb4df9e464e,06961fc22494,8724226d4754
ab81be4e325e,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,8724226d4754
150b43e9cf6c,6fb336b554b6,9cea719429e9,a8e6e404d1b3,db85f196a0a8,c1a648750a4b
413e04965147,6fb336b554b6,188f9a32c360,a8e6e404d1b3,06961fc22494,8724226d4754
2a7573195bce,6fb336b554b6,ac0b88e46e20,7137733c4c87,5f952c1d1550,c1a648750a4b
d227b1fa390b,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
a1156a588273,6fb336b554b6,,a8e6e404d1b3,06961fc22494,c1a648750a4b
1e15910d16d7,e807eb960650,ac0b88e46e20,ab3d0991df8b,b2a035522aea,222a76d38f58
95a729029f15,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
8aa98847a5eb,6fb336b554b6,ac0b88e46e20,01108de9b4eb,06961fc22494,222a76d38f58
2a338ab9349e,e807eb960650,,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
ed2b99f88dfa,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,8724226d4754
618af3515099,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
0760396ea6a2,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
f3f429fc373a,e807eb960650,9cea719429e9,8a880130d708,3c285c164f0c,c1a648750a4b
cc228987050c,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
3b99da249ac9,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
3e5d24174c6d,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
1186189630a8,e807eb960650,188f9a32c360,a8e6e404d1b3,06961fc22494,8724226d4754
0250f0016676,6fb336b554b6,9cea719429e9,7137733c4c87,06961fc22494,c1a648750a4b
d9c53ab1d0d6,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
a533f2d7b23c,e807eb960650,ac0b88e46e20,7d3b0d43511b,8f94f35d9873,8724226d4754
958871ab5a27,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
fb2f05f387de,6fb336b554b6,ac0b88e46e20,1459151641aa,38541cd79969,222a76d38f58
a47cbf260b41,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,e725dc5618e5
40486705c6e4,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,8724226d4754
837cd3aab885,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
b72c21939e60,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
c2d04852eb56,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
1f004383c72b,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
279ba27e1d0a,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,8724226d4754
6705e4a66bc1,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
5a8bb89bbe0d,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
059b7e338186,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
427d3148edf8,e807eb960650,9cea719429e9,7137733c4c87,827e5c7758c2,c1a648750a4b
4f9b960ac047,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,e76976c6f2fe,c1a648750a4b
464394c8a895,6fb336b554b6,ac0b88e46e20,0893eb69bfe9,13e64ef2d547,8724226d4754
c5379fcf11b9,e807eb960650,188f9a32c360,7137733c4c87,827e5c7758c2,8724226d4754
6d12476639b1,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
ca2c620464a4,6fb336b554b6,9cea719429e9,a8e6e404d1b3,06961fc22494,222a76d38f58
cdeeb524d19b,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
fd6244517327,6fb336b554b6,188f9a32c360,a8e6e404d1b3,827e5c7758c2,8724226d4754
f86cebf7b5ab,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
b49320ce7da8,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
2527e9b11db3,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,e725dc5618e5
a07b2d02c42d,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
4abfb397570b,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
38b441ea572a,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,8724226d4754
d63a8f0b41bf,6fb336b554b6,,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
e5933bec6bb8,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
1568e27966df,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
a4afb54b40c5,6fb336b554b6,9cea719429e9,a8e6e404d1b3,827e5c7758c2,222a76d38f58
4ab32e2e837c,e807eb960650,ac0b88e46e20,8a880130d708,158ff76e876f,8724226d4754
977f21dd050d,e807eb960650,ac0b88e46e20,ab3d0991df8b,827e5c7758c2,c1a648750a4b
488a60000cce,e807eb960650,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
7fdb967e6336,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
e68e39c57130,6fb336b554b6,9cea719429e9,15f366ad6d42,06961fc22494,c1a648750a4b
a20563904338,e807eb960650,9cea719429e9,a8e6e404d1b3,06961fc22494,c1a648750a4b
98da35769002,e807eb960650,ac0b88e46e20,a8e6e404d1b3,06961fc22494,c1a648750a4b
9b6726ca7339,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
d4f3ed0bc837,e807eb960650,ac0b88e46e20,7137733c4c87,932e410f78e6,222a76d38f58
134591f6f075,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,06961fc22494,222a76d38f58
09fb87033a74,e807eb960650,9cea719429e9,84d03921293c,3c285c164f0c,c1a648750a4b
