Profile_ID,Selected_Friend,Selected_Friend_of_Friend,Friend_Request_Sent,Friend_Request_Accepted
99ee0205820e,08ffa3c3e80c,99ee0205820e,True,True
22bec270962b,ef0ad3ae3e6c,22bec270962b,True,True
3d210b5ded26,44cf646ae8f9,fc2313f8155a,False,False
6d5c44275643,2f0882f02ff8,30eaa0099471,True,True
0b7374324b65,d02e9c3091b0,73f4828a2862,True,True
cc5ee4fb81ee,27048722475a,5f18d93b42eb,True,True
88374cba157b,3f10cd3e3d6a,32e8646b6c8d,False,False
70a9a0e64547,3f10cd3e3d6a,f85b8d580976,False,False
63d40b4fe667,8977cfc0a2fc,dc0bad7465b4,False,False
c0cfbc39f3a6,44cf646ae8f9,c0cfbc39f3a6,False,False
4d57b77ae264,15a03987b539,5854ac37e67b,False,False
44cf646ae8f9,ff5e9f08d160,44cf646ae8f9,True,True
dbcd5d1a564a,a70fa8a7db5d,37d2ade6aa53,False,False
cc2388c81809,882d5f42eee6,b73ee4de8875,True,True
5854ac37e67b,2d5f48dad313,99ee0205820e,True,True
66de3ba0614a,15a03987b539,ab81be4e325e,False,False
b5783eb8b64e,65389f9bc666,9dc37007a8f2,True,True
7199844d2021,0c2c61922729,9cb3a42396c0,True,True
6c8fd0ad3bf5,f2018cbc4ee7,1dfc3a996e73,False,False
c1e7fa9640f8,f2018cbc4ee7,edfcb80cf66c,False,False
f93d40ec59a4,e6debce5efc5,bba8c21f1fa0,False,False
9c2e413e6810,ab6029f3f35b,8a39637c5b35,True,True
f94bff2fcf20,6bba4da9897b,20d79a67eb91,True,True
19aa0505d7bd,bb9ae7ea7df5,8bf07a65cb98,False,False
5d3936935ff3,05e236b552f8,5d3936935ff3,True,True
31cc6a98e4cf,d558b9c128d3,ece62322be2b,True,True
623478d02941,395f1fafe837,d5d84ae15f75,True,True
7b54ef881842,9f97fc541958,ff125a745a12,True,True
7357e37108f6,a79169786461,d5d84ae15f75,True,True
e4996e5b07d3,f561a34aa2b1,e4996e5b07d3,True,True
ef3adb682af7,4db3e359e6e1,ef3adb682af7,False,False
c688a3311b3e,920a5e0b65e8,e77183cfd03d,True,True
9b8c1f438ef5,b0a6eb275713,953bdde56351,False,False
a4cea562d438,0302c15bb6dd,9100a9c50526,True,True
a5413991a1e2,2102cd4b95e2,0be2314b088c,False,False
c54b3831d257,9e63f150a854,8624170d8979,True,True
4394f2f92f3b,6e0c6653e6d4,c788939b7d2e,True,True
285a8b096828,8023b2ef0366,e3dbcca06cf1,True,True
c788939b7d2e,28d0e7bcd5c7,6da6c4c92410,True,True
f45207fec6ba,ae4e99731f02,45a669e4fc6a,True,True
b5e368c3f830,fc0e87a63800,b5e368c3f830,True,True
498fb98f60ad,bd51b54aa99c,4539897211ee,True,True
40f7e1e55de6,307cbfe561e1,20f5c0dc2f23,True,True
68d8e44b5776,55fcf51c7aa0,2170d3b4ad9e,False,False
907004f1060e,ae71ea5f3e42,907004f1060e,True,True
a409c26e11ec,4539897211ee,307cbfe561e1,True,True
ea4b8b014ddd,4a7cac423ffa,43c8d5615499,False,False
d86522ac043a,ab467267753a,ea4b8b014ddd,False,False
71a22d42606b,b8bc075e54b9,ade9985c7d67,True,True
dd083aa3f4d2,2619968d90c6,dd083aa3f4d2,True,True
0823da238cfd,89581f99fa1e,c544dd47bf6f,True,True
42ab5580c2e7,1dfc3a996e73,c7f482f96f43,False,False
4f16c794b13b,d1dd8f6024c8,e1d9f044a82a,False,False
0311ab366f25,89581f99fa1e,7414f31eb8c3,False,False
2ac9df6f3a43,c5379fcf11b9,059b7e338186,True,True
590c6a5983fd,3da922398b05,ee4e906d873d,True,True
ef6148fd4b4b,4f8094c9ff83,ea5b14aff3d5,False,False
817f5686a5b7,dd083aa3f4d2,ea8f068fb65c,True,True
873f831e25c0,5e4556f7380d,d4797d13b2dc,True,True
1d9c06452bea,f5a69b8542b2,08d8e3e4a62d,True,True
87b9f6ff372e,89581f99fa1e,592cc7ef2470,False,False
95ddb45159d7,b818375e206a,edfcb80cf66c,False,False
279ba27e1d0a,3b1df9e89408,fe66a51ff631,False,False
a234bdc08f14,f42beda4d51c,72db33944d78,True,True
92301d54bfef,1c436180e006,92301d54bfef,True,True
900a754022de,70e89a7b7eea,4b4b588010ec,True,True
d54d3451acd2,e22c978cc161,c37650a69d90,True,True
e366b8d70af4,1e242e4612ea,1dfc3a996e73,True,True
23c5efa5343b,31ba7d926758,40925ae788dc,False,False
ddff0042e7b8,789ac2683841,9c6e99cc6cca,False,False
f85b8d773ed9,53f5efa201ce,54d8c1cdb2f8,True,True
2f0ca0c2a6eb,bdd5131d6c21,789ac2683841,True,True
b8593402d03d,16e118800029,72197d47177e,False,False
b77bb392cab7,e75807dafc06,b77bb392cab7,True,True
279897243972,482ff161e093,3d5eff275414,False,False
d861ed68faaf,86ed9c360f96,d4a8ecbcbd96,True,True
89117ff877d6,e3d48b8c52fd,da6bb1840c20,False,False
887674301e81,445e8ad9465c,6a12053a9c28,True,True
cc1ffc80e7c8,0dca8eaf6bb6,a08f4c1767c8,False,False
567924c50796,14c1c32cfc82,e3d48b8c52fd,False,False
b60f71554110,3d0fa91ff9da,45636464851c,True,True
953bdde56351,736c4caccde3,5aa5784cb5e1,True,False
3abc361aced6,0a60d31c7578,ab81be4e325e,False,False
40fd985a6477,9c3299446a43,998ebe9c9bb3,True,True
aaeec8a30ea3,d18ccfe1cda8,3706d0d83a55,True,True
5bdee26b8e8f,7b4d057b16ef,1aec9e59b195,True,True
94f3f41f7cf1,31994059a2dc,910a2f979473,False,False
e1a8b9f05e49,757524cc1aea,0f3c12cbb339,True,True
48850ed7a8ac,3f10cd3e3d6a,1a9cec361f07,False,False
6c8010bf50db,04c86d0ee493,f6e248794b8c,False,False
fc2313f8155a,49ae2d491935,fc2313f8155a,True,True
3177581a6f50,27b778ebb396,d9ac72c2c037,False,False
d5bd5475bc69,fccc88fcd36a,f85b8d580976,True,True
77493fea3189,fbafa7cf077d,1200d36b9f2f,False,False
da58505d810a,15a03987b539,2e3e6f7e7e41,False,False
b247d625f22b,c6dec1202bb2,3177581a6f50,True,True
4f265a09f926,7db6ac2b695b,7033a26ffc95,False,False
18c15c883046,09f120bca841,b169ea0138c0,True,True
ba6513ae5861,f9526388821d,d9e11c418d23,True,True
cb231842420d,b18f94c9c956,4d7313de2da6,True,True
3d39a5ea4e57,9b7d4c9e029d,a8edface7c06,True,True
c24f4fea2868,7bf728087ca8,a02c4246a61f,True,True
544101eb32e3,51f51a369454,544101eb32e3,False,False
9100a9c50526,0b0f5ff793af,9d217d517c8a,True,True
4b86bc4dc11c,9c2971898119,09008fa56ef7,True,True
75be7d1974f0,5353748c6637,6caa597f13cc,False,False
4db3e359e6e1,ac4b7e0b6ee7,4db3e359e6e1,True,True
60f2b58452ba,db3fc763c4ad,3c9562d6ff9a,True,True
09008fa56ef7,736c4caccde3,60757805c1a0,True,True
2f567074115c,09715cec3f03,79203bc1fe33,False,False
f0f8ddc7c23b,951694df4162,2d289cf0a6c0,True,True
233ceb6cf179,1395f19fe5dc,920a5e0b65e8,False,False
b9a8562d8d19,e067dbf3f0e0,9215a023ef96,False,False
66c5ceb0dbb5,a5011cf15044,d79e662f410c,True,True
e3c483d8a3fe,736c4caccde3,5aa5784cb5e1,False,False
c977527d7c99,e45d35a13c6a,db9aa2bfa952,True,True
6319c024ded9,03e2e0dbbe41,200f76b48535,True,True
9076b0d30fa8,091f3233b828,09008fa56ef7,True,True
0be2314b088c,2102cd4b95e2,623478d02941,True,True
6dedb6152d98,330a88063874,6caa597f13cc,False,False
fbbe1db39dfb,cb4be25afda7,68e7a8986cef,True,True
b1b65a546a3e,b2612726fe0a,f5e2392562b2,True,True
83c0e39eb091,b27c1f55f390,83c0e39eb091,True,True
8de38b5be85e,a8e84e79fd16,8de38b5be85e,False,False
985e342b613a,c920d8c7a90a,bd51b54aa99c,True,True
3c39f7406253,5cf03340ca7a,cc2a82038185,False,False
2fa428847959,61e70da6473a,6fc4693e7953,True,True
d3d5d226a79b,907004f1060e,6cd965e6987b,True,True
cd4efa39228a,bc91db5c349c,28e6c0f5e52e,True,True
24b4f4d707f9,ca5041eb1ee3,47d9a9418d7a,False,False
5eae191f1a3d,73bb8bfd3e3d,f5e2392562b2,True,True
51f45ed19f95,5934010f41da,51f45ed19f95,True,True
ee78168c6a5b,ff7499af5148,67971a1581b4,False,False
4ede839d2b11,2a97358078c4,53fdadff5e1f,True,True
766eb90f462d,89581f99fa1e,059306b155bb,True,True
3118b78f3b89,e1f79801eb53,6b6abf540214,False,False
71e14ed91d2e,d9000868671e,71e14ed91d2e,False,False
8667eed757ab,9b6726ca7339,2dc93ee549da,True,True
0e8cfce3105c,1dbd22a668ae,b8452df1cb21,True,True
fd88eae14562,02e1790b46da,40a513eeef0e,True,True
f9f46c4fb5d3,184b187e52f3,286138dc8789,False,False
f636c1155dcd,47cbfc41d01f,0759197eb790,True,True
e03847d3998f,1b3f27ce0b05,e03847d3998f,True,True
e57f323754ac,05b1aec6b725,c6c6b61c5123,False,False
a561d3600295,00f9cda97a52,bd776df7613e,False,False
c33316ce4632,c034ca3bd416,e366b8d70af4,True,True
ff4e72df7f39,e7a41d7f7e55,f27c698dc772,True,True
e15e4a930b83,2013270c0064,ced9808376e1,False,False
31b28fc4acda,cb43855ef9cb,ef40ebf9e3f3,True,True
52fd80b666c5,429f5815b1d1,52fd80b666c5,True,True
854a7a67d528,45a148c6aa1a,9ff1bcc4d93e,True,True
84d90308a758,da6bb1840c20,98317b769aa1,False,False
a41a3acc8ae6,98317b769aa1,052ecbd27fd7,False,False
3b78bd23f42d,940963abb0ed,4a66bddc3dcc,True,True
da872d4e49f7,47256726c8a1,4478131808e5,False,False
7a17a049f8e2,7b16be4d1a05,7a17a049f8e2,True,True
e967042db4c2,869f0eaa7faf,a08f4c1767c8,False,False
ada0f9d9acfb,0e3ffcac4e1a,a08f4c1767c8,False,False
d98817a35881,b07331c3da28,d98817a35881,True,True
330a88063874,5aa5784cb5e1,993db8021e55,False,False
a014455625a9,fe7017a5d885,d9f4d5a2660c,False,False
1a3f28aaf8f7,1192e4ff5f58,606818d0a433,True,True
b1cedefec497,77d763db76df,b1cedefec497,True,True
09c154719ac0,6057d5b470d5,dae126d872dc,True,True
81e341541960,33433db5b68f,0193d3f1dd0e,True,True
998ebe9c9bb3,9c3299446a43,1926ba188dd1,False,False
3706d0d83a55,05d6727a9e0d,b7fa8c706aef,False,False
5d4f4656e009,c0e46e75cc7a,f7793c83f615,True,True
7f7f98dc7333,527d0eccd1c3,7f7f98dc7333,False,False
92bc7005768a,51fa5dd4fd09,0c86336bc5ac,True,True
957a69333933,ef6a43646659,855b488afd16,True,True
90727fbffd76,3cc997fce0cd,9ebe4da0b4e7,True,True
feac91868e91,221380cce481,7f6a6d2ba139,False,False
11c8e093b91c,15a03987b539,2e3e6f7e7e41,False,False
1fa9ff1cd49a,713cd89a6622,60dd60040fcc,True,True
c2e7b772eba3,dbd0a8f0abde,fe1445838830,True,True
97a162498d2e,f9526388821d,049593ede751,True,True
331e5e7b0378,ec16e6819dea,9942780df750,False,False
70c4c87ca87c,f9526388821d,ed759d7b6e42,False,False
ee9b4cbb161b,6c8fd0ad3bf5,dddc9b27aa9d,True,True
4dd695878222,e88486cb1745,36ea4c18da29,True,True
e3d408dedb9c,f2018cbc4ee7,ad9928e4d36e,True,True
8a5e59182695,4de9247409fc,35bf5a0e40ea,True,True
f561a34aa2b1,736c4caccde3,b5fd6a177dd6,False,False
de224770ef01,62f66c3ac4fd,de224770ef01,False,False
cb099d4b201a,89ef1893f597,b558db9d65ce,False,False
feb8e7b146e4,8475fb8e24e8,1558be8351e2,True,True
f4ffc6b3aacd,736c4caccde3,da6bb1840c20,False,False
f64b98ee3c08,e51121a62377,f2e707ce12aa,True,True
9d2d699e2da6,736c4caccde3,6caa597f13cc,False,False
a2e92b0ed3d9,cfa2c499e8cd,26496468d179,True,True
2c8624745c3a,5eab5c3ba9ab,4f5fa669ad13,False,False
c3bec464c8c5,e4b204422b20,1abd95916b9d,True,True
d365facb0cac,fb3173ff8d87,d365facb0cac,False,False
d3aba7e7f3c2,61affea7c207,4623fc45551e,True,True
bd33bd945011,f8252a81c68a,bd33bd945011,True,True
5d0205ab6b55,d18f6157e9cb,7465e8efe0ab,False,False
1f64b3236419,4e229a3e1ccb,a4cea562d438,True,True
ee16b2dc02c1,977276d554d6,2b31bc11683e,True,True
df503a29266e,d998a3641b21,adfd40418716,True,True
83c1cc7798a8,fad9e7cdced2,2715a83c4a9d,True,True
fad9e7cdced2,ad512a22aa14,68a329c47450,False,False
83b10ce23373,b8bc075e54b9,89581f99fa1e,False,False
8700ea0ec29d,51f45ed19f95,4ebf721a9462,True,True
3a78f54b92b8,b8bc075e54b9,d86522ac043a,False,False
bcf9895c77e8,2e45ab95414f,97339f2c20f9,False,False
2715a83c4a9d,d37b23aa26a9,60c9400712b3,False,False
86ea8846e3b8,8de38b5be85e,86ea8846e3b8,False,False
a8874b9e61b9,65abc03ca0d4,a8874b9e61b9,True,True
3d79e076cf01,bc91db5c349c,3d79e076cf01,True,True
93ec94496e8e,83c1cc7798a8,68a329c47450,True,True
d37b23aa26a9,2715a83c4a9d,6fc4693e7953,True,True
7ee2c4df054f,c59a17df21b8,a6b3eb1f2c38,True,True
7a7465d4c075,fd88eae14562,869a40203205,True,True
84d2ccaaa6a4,71e14ed91d2e,84d2ccaaa6a4,True,True
2c5419b47a84,67b7c85a58d8,4cd2597ae8ba,False,False
869a40203205,f5a69b8542b2,869a40203205,False,False
4a632ede17f1,df56853a01ab,50152deafe1a,False,False
3af966837efc,0092e0a98151,c8fd2338e271,True,True
5ce2cea63c1c,9b9f6a04cac2,5ce2cea63c1c,True,True
d9e0f3ac7036,b88e9ac035df,2930c146be74,True,True
41a1015cb14b,89581f99fa1e,8b8006c8217d,True,True
c7a16c7cf7c0,bf66b4c80841,edf32b46fd42,False,False
e28feb571717,94504c689c14,69e090f70a68,True,True
79c53f7360d6,46d6f6ee0e2a,9ef5c4d567ed,False,False
2c06f3d62e4b,05b39046c863,cd641e002a50,False,False
f42ee842f010,43e6b21e14db,c3875b2bb31f,False,False
f42b17c69250,5c799ce9afa1,28727ac20cad,True,True
9c207a5d181b,b55be1879499,083f9269ecf8,False,False
ceb9201c91e4,4cabeb6a0b8c,4223b6c4baf9,False,False
d87e34e55d86,cae06d4d8587,d87e34e55d86,False,False
11db40885400,2c52e401eddc,080eab1def96,False,False
ff267499eeb8,80235e23bc7c,ff267499eeb8,False,False
e51085e770ea,047a3cc1187f,869f0eaa7faf,False,False
df313d47e0ba,64fe4ffba0ce,df313d47e0ba,True,True
47256726c8a1,40814ee7cad1,136f2cc11f57,False,False
ee5f51222c83,9201e30c34c4,7129dd469c11,True,True
eb48c6dc91e7,04977ca8e798,d5a15a4854b1,True,True
c2f87093f963,80235e23bc7c,47256726c8a1,True,True
fdc1694ebfcd,98340fb00f92,58657ee832cc,True,True
77e173004af4,e0b208eb01fe,29aa748faca7,True,True
69a3c9edc4ab,4d9066425966,ff5c2d4c6e4b,True,True
a48de1c718dc,29d30679a0ae,53a034974b35,True,True
40ce33c2d56a,2e3e6f7e7e41,17d4b538ecc6,False,False
fd013e4cd39f,15a03987b539,1c72825335ed,True,True
9900a908b329,b05e1142bcad,9900a908b329,False,False
f3da864fd150,e2dc6778b2ed,f3da864fd150,True,True
d642104420f6,e59f13840b61,243de852074a,False,False
c7877367df16,b6604d22279a,bfed0316c98b,False,False
ec6cc31a40b6,964941c08174,d5bd5475bc69,False,False
2821b7658aca,7763a03acbd8,5c957a473557,True,True
964941c08174,15a03987b539,c81b22ef5eca,False,False
e529f55df26f,5ab073088cce,c5021d0d10df,True,True
d0f4ab798bfa,1b7756fa7d0a,d0f4ab798bfa,True,True
fccc88fcd36a,b5b671e67145,2f0882f02ff8,True,True
72074e74ec46,b169ea0138c0,dbf1c8c9ca88,True,True
b3e4863df9c9,5c54ece0c7b2,097701148fc1,True,True
49c3bb024861,1aec9e59b195,3da217b3f7d4,True,True
d0549c5e1301,a33eaf9c4b18,0193d3f1dd0e,True,True
ac2cba68e5b2,c5021d0d10df,d5c765785bbb,True,True
9b6e7b7330cc,9c8dac5590eb,75b34e3564b0,False,False
34500dffde01,9c461f518415,e8a5e85fae83,False,False
e5ba0c5f90c0,36d62d21f7db,a9901de6b79d,False,False
311935cabb43,e7a3cb6fd800,c96632a845a5,True,True
8ca8b3ecd5c9,65bcbe911697,e9c6ec37b6d5,True,True
06b4c24b6c85,b7f446faa066,6838927b3d79,False,False
0123ef03dc71,f01f88b60441,f114f8800ff5,True,True
89331b1acb52,8c4d568700e2,525375e45b97,True,True
e77b9036c71d,7a92e8581b09,e77b9036c71d,True,True
16849f4ce9cd,b919036a431c,15c802b553b7,True,True
1fcd8edc3450,affff7774ef8,779bcd059e74,True,True
091f3233b828,9076b0d30fa8,091f3233b828,True,True
779bcd059e74,3f79092e2397,779bcd059e74,True,True
09933460bc91,cfa2c499e8cd,bd33bd945011,True,True
0302c15bb6dd,cfa2c499e8cd,6309c3178f07,False,False
86c73734a8f0,051a152b3a6b,35099a14317b,True,True
fb718b0e72fa,736c4caccde3,953bdde56351,False,False
385f13b4ad86,04389bed544d,16c8dd73b966,True,True
5ad1597ca2ca,4ccffb1e748e,5ad1597ca2ca,False,False
cb4a68107962,8624170d8979,d4f963cadf03,False,False
6e72153997df,4d1fcd1eeee4,f4c58a53651b,True,True
dad7569082b7,a6a6899073c6,e451dd560dec,True,True
d411ec0f85a7,23c6d45751e0,959dffb76605,True,True
d64acee09926,736c4caccde3,4ed616ad9c80,False,False
7c746bec2196,920a5e0b65e8,fc3072cbb193,True,True
fdc9c993d4d6,ae4b8079a2cc,fdc9c993d4d6,True,True
6e0c6653e6d4,fbbe1db39dfb,8ab2149b48e9,True,True
4ebf721a9462,a8e84e79fd16,b27c1f55f390,True,True
c4f33679edb6,ced4ab8d6a40,2e935226520b,True,True
75f2e606f05c,ba4dd06ef108,67971a1581b4,True,True
740522c85adc,cae91f31aa84,7e49bcf5ebb3,True,True
05e4c05872de,1e6e14ca2e81,d675d6e7b7a6,False,False
a8e84e79fd16,44946ad84360,d3d5d226a79b,True,True
e9beb574a089,b8671741d2e3,e9beb574a089,True,True
e3a14c0757e2,76d3592668ee,68a329c47450,True,True
53dfecb65344,4f8094c9ff83,bf66b4c80841,False,False
770f53bf366f,0d5cbf7fceac,2326d3ab6a8c,True,True
4522fde2090c,a78e5922919b,860332fa58c4,True,True
069001ac0656,38d1f66d0814,8eb1853ce4be,True,True
05171444cd79,598ad00248c8,0e957489f6b5,False,False
038cbdb60cb8,41a1015cb14b,84d2ccaaa6a4,True,True
7c8bf0a2c8ed,89581f99fa1e,05b1aec6b725,False,False
a49114f9d2b6,742fd15b55f4,a49114f9d2b6,True,True
42ffbbe43321,233fbe366cbc,47d6bdc2f17f,True,True
64ba091b67ee,559b46b0fdfd,b49320ce7da8,True,True
02e1790b46da,73b9d3332540,36af8c669f41,True,True
6b9763c85ef8,1c436180e006,fd88eae14562,True,True
2527e9b11db3,89581f99fa1e,22fea326575f,False,False
2bd3ed1d62e2,89581f99fa1e,d15433bd32c2,True,True
ef561780b51b,d70d06e7b4e4,77c76e73ded3,True,True
30fe147b0975,bf11aac1a0a0,4cd2597ae8ba,False,False
e8cf5a93ea10,3b34a6c0d741,df56853a01ab,False,False
16e118800029,685a8566d5a7,3b34a6c0d741,True,True
45eed2449bfe,e366b8d70af4,54d8c1cdb2f8,True,True
f2a183888904,c5139fbc497d,8683b0e9a66f,True,False
eca6e84f35fc,856783a009ea,9cca331b0bf2,True,True
e2010feb57ab,7123d5cb3dbf,ea4b8b014ddd,False,False
e75807dafc06,c57b9a5aa578,73281ccfdbce,True,True
43e6b21e14db,c3875b2bb31f,08d6674410b3,False,False
fff34887b09b,1be59b7fd6f4,047a3cc1187f,False,False
98317b769aa1,1aafc027834e,98317b769aa1,True,True
401c38899ba1,7b16be4d1a05,854a7a67d528,True,True
fb0ba9041e33,2f2fe8838593,fb0ba9041e33,True,True
6047c646f43a,df313d47e0ba,7a17a049f8e2,True,True
a00e2db5b716,3fa6a5f2a3ca,a08f4c1767c8,False,False
34e4dac5e3b1,fb0ba9041e33,9ff1bcc4d93e,True,True
9bae1ee053d9,6047c646f43a,9bae1ee053d9,True,True
cfad35cf3b42,15a03987b539,3177581a6f50,True,True
6dba2d038401,914f37db5a54,03b574e6cef3,True,True
2ea5f17113d0,d76ec1f271df,9533fdb866e1,False,False
ee587e1c56cf,fa0d33dba932,be979b816f18,True,True
f5f5af421b16,ac2207b3e4dd,2e3e6f7e7e41,False,False
58384c853358,9ce4e799fa55,69d2225e66f1,True,True
9a82773ecbd9,abd73e555a99,99429da36166,True,True
e591397d006a,4f265a09f926,de65669e3273,False,False
93e87d2cbe29,e59f13840b61,eb357c87a01e,True,True
8ab7c9333776,7f7bece4cd94,c70c6f01b596,True,True
c23dfb87d310,2f1e3c20a08b,e648656a354b,True,True
82ee9ba84c16,33433db5b68f,76c5ce0fc377,True,True
d01e5dca28e2,75b34e3564b0,d5c765785bbb,True,True
7e77f994835e,455ff750341a,a1c9b5fdf516,True,True
c6d9397e9ebb,f6a852ad34f7,9ebe4da0b4e7,True,True
097701148fc1,05d6727a9e0d,66aa1ddcb774,False,False
d3265e8d7cf0,15a03987b539,fd46252d170e,True,True
9a36a369ba34,15a03987b539,45a4c36c0168,True,True
dad0e3304c5a,4a6a715f8e2f,6abfa3201150,False,False
2d81fa9c0a43,678a450b69b6,58f63daf4561,True,True
a8edface7c06,9b7d4c9e029d,586d44a1c048,True,True
988ae1674d06,9cb3a42396c0,69ece49b3074,True,True
14b21e234c5e,db0a508e910e,14b21e234c5e,True,True
9f7d88273d80,5a8cca225845,bd4c680816d2,True,True
65389f9bc666,2f7f798d2990,f9526388821d,True,True
bd0dd74bca82,290ca4b823dc,82be1d9e1afe,True,True
20d79a67eb91,f9526388821d,4bc85e5fc43d,True,True
38cbaae46185,f2018cbc4ee7,ec0937e0dcf0,True,True
7caf7ba83990,f9526388821d,c96632a845a5,True,True
013db7888688,8bf07a65cb98,013db7888688,False,False
0de3a4eab37c,f775f41c67e5,750d38d18e83,True,True
891e44e74e3c,6dab24b4c50e,16bba05e831d,False,False
520952075285,9215a023ef96,bffedda938f1,True,True
8f9f5bfe8c3c,4fa3d2794ec2,4f55d12b5447,True,True
3d8027eb8182,adbbc7b96fb6,b85e3dd42c2f,True,True
d60cc14a0a1e,a6d238863a33,7447238af3db,True,True
14c1ec614718,e4b204422b20,c3bec464c8c5,True,True
4f5fa669ad13,2102cd4b95e2,4f5fa669ad13,True,True
88ca0336b123,18a7be6c96a0,fb3173ff8d87,True,True
611601f35def,ceb70db95442,611601f35def,True,True
2c8f9a960c9e,35099a14317b,2c8f9a960c9e,False,False
3f79092e2397,61079c73ed12,3f79092e2397,True,True
ed6e5b1a42f6,1558be8351e2,946ce98b05d6,True,True
d18f6157e9cb,e001570484d3,53aedf6069a9,False,False
9c2971898119,d60cc14a0a1e,9c2971898119,True,True
affff7774ef8,75be7d1974f0,affff7774ef8,True,True
377e0c06c7db,bd6d66837602,151554943495,True,True
4fa3d2794ec2,7c22625c6297,9c2ead126b96,True,True
a2c61421006c,d60cc14a0a1e,a2c61421006c,True,True
cedf4c744825,aa78ad6f2089,d10f3aac4222,True,True
a6328cf0c752,09828639f04e,b5d9b60a84ae,True,True
6ea3d04e3f32,f3f707639e22,658c0826dd7f,False,False
b5d9b60a84ae,04389bed544d,c442cfea3f6d,False,False
2a85d2ed7e5e,11addf7907ab,ad3a4f04f858,False,False
cfa2c499e8cd,f8252a81c68a,9d217d517c8a,True,True
3dc56689b237,af573dead1a2,901d927e9990,True,True
72ae0fe1bb81,5ad1597ca2ca,72ae0fe1bb81,True,True
6d225f096ddf,e451dd560dec,c2b64d6a7304,False,False
61079c73ed12,affff7774ef8,61079c73ed12,True,True
8e51507124bb,09715cec3f03,0a3bffd2f06f,True,True
f8252a81c68a,7df8b5825a0f,6309c3178f07,False,False
9d217d517c8a,6309c3178f07,9d217d517c8a,True,True
8475fb8e24e8,d9c7f652a55d,5353748c6637,True,True
4ed616ad9c80,9900a908b329,ab08ccb3fb39,True,True
81ff6af78bbf,b85e3dd42c2f,385f13b4ad86,False,False
051a60432caa,e067dbf3f0e0,b9a8562d8d19,True,True
2e935226520b,be930e7580f2,2e935226520b,False,False
c256266e0958,cae91f31aa84,5eae191f1a3d,False,False
51d1ba826cae,343f5345b6b9,307cbfe561e1,True,True
676e3d882946,46541abeea3a,057b9bfb4420,True,True
c8823edd6529,a7fc3eed5b4d,5efe3e485d24,False,False
ae4e99731f02,75cb518fc43a,68a329c47450,True,True
b2e9130ceb77,5934010f41da,b2e9130ceb77,True,True
b2612726fe0a,a7fc3eed5b4d,c8823edd6529,True,True
2e45ab95414f,b8bc075e54b9,cb3c9de37b7e,True,True
233a7ee80e3b,9b0506775fd6,233a7ee80e3b,True,True
bc91db5c349c,676e3d882946,a7fc3eed5b4d,True,True
f31ddc7e876b,d627522f3984,5325582497f6,False,False
d6abf6067114,2170d3b4ad9e,b3a4c8f2a36b,True,True
6788228a1080,89581f99fa1e,9533fdb866e1,False,False
8c558566c3ac,d48eeda3cb72,a9ec590d5f14,True,True
38daf4b6fd53,c5379fcf11b9,a78e5922919b,True,True
f3db20625994,0b956882d120,f2bb8e02ded1,True,True
46d80bdd4219,c0fb448c883c,618af3515099,True,True
5c7e8d920b09,a2c20f7a1d10,5c7e8d920b09,True,True
cbd7d0990eae,d7cbb3ab55c8,7e01b769d6eb,False,False
316471ca9f38,c11f3be1c708,0570dfeec901,True,True
ed2b99f88dfa,7f56eff88592,434fd8259fa2,True,True
169cdf515e4e,edf7084dbe0c,67b7c85a58d8,False,False
742fd15b55f4,063cc0c6dd00,b9a9de45dc21,True,True
eebeced42997,79b54caf5603,1568e27966df,True,True
6d37a8c1d4ce,71ad60ba248e,bcc0c8b15a8a,True,True
c034ca3bd416,1e242e4612ea,5803c9118efc,False,False
bf5707ddc7f6,314b1addce1c,7a3fab8e4bf0,False,False
ca36f8f5fee6,cd641e002a50,de4c9a1c871e,False,False
f5eac41a6e31,d9d4b6353ae3,07ac253adfea,True,True
08d6674410b3,f16a620dd20b,b1d567204821,False,False
c52154776826,af60500cc3af,c52154776826,True,True
22bfee90a4b4,ada0f9d9acfb,04cc91cbfb2e,True,True
e0b208eb01fe,a46e6c7e7822,0e0f09135ebc,True,True
46efd0b372a3,75b6a66f6aff,46efd0b372a3,True,True
4478131808e5,f87a8358f316,4478131808e5,True,True
77eae86e5f1e,0e415a66c28b,c629683f6239,True,True
1b564b53b6cd,09f120bca841,c1f3ad274bfb,False,False
95ff6cc460c6,c8349154a52f,c629683f6239,False,False
8c9c09e0f9cb,d0549c5e1301,0e415a66c28b,True,True
e0de84dd746f,58384c853358,079333a89245,True,True
5a8c75899012,a6220f9ab949,9fb7f786708c,True,True
5c7d80dde669,81468642f28b,f04d13b04b04,True,True
ccf5a6627b5f,c3689d9949cc,f19ff9a0249f,True,True
5f1326a144c6,51fa5dd4fd09,e7e70e0151a0,True,True
426fa7e02e26,b4dac9a44c2d,72b01ec14fe3,False,False
6392b92e0dbb,446b0b694fa9,b7acf58d76a4,True,True
2eaabdb6f496,9c3299446a43,80d72383acb2,True,True
f7472982d367,6d5c44275643,dbf1c8c9ca88,True,True
cc36c89712bf,b1934d939652,dfff1cee97f2,True,True
b73ee4de8875,15a03987b539,f3fb92536fe6,False,False
dd414347c5a4,7f7bece4cd94,c934ef65627d,True,True
0c86336bc5ac,cb9d282402cb,1200d36b9f2f,True,True
